source_path,file_type,mime_type,size_bytes,sha256,bucket,likely_project_role,status_label,recommended_destination,duplication_status,duplicate_group_size,migration_status,migrated_to
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/components/ui/CopyButton.js,js,text/javascript,534,6219066d18cd3efebd49aaae280643d127b821e09859b4bb402f0a1485a9be76,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/components/ui/CopyButton.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/components/ui/CopyButton.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/components/visuals/EisensteinArc.js,js,text/javascript,4084,4e9ca923c5192f03e45f18907780fa82b70ad92fcfe4ec6f307f293853d31487,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/components/visuals/EisensteinArc.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/components/visuals/EisensteinArc.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/components/visuals/EntropyBudget.js,js,text/javascript,2913,dc87f86be031565b5d46ae3a768628cf8ddfa656a70c5a477a301d9378dc1161,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/components/visuals/EntropyBudget.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/components/visuals/EntropyBudget.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/components/visuals/RadialDiagram.js,js,text/javascript,3770,eb22acd8e4c78a5a1bf0d449d0e475a1046314c52aa54badf39fe6a098627bfb,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/components/visuals/RadialDiagram.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/components/visuals/RadialDiagram.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/components/visuals/ValidationPanel.js,js,text/javascript,1904,e580c3260bedf6a2b49f8123b0c6ff43e0478912f24aaab8266f3b6edf434f16,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/components/visuals/ValidationPanel.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/components/visuals/ValidationPanel.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/engine/format.js,js,text/javascript,616,375e902e42b68d651aa0b10c8089e8b7509e9f62a5a906ac4c1e564c6ca39ee4,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/engine/format.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/engine/format.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/engine/physics.js,js,text/javascript,2884,ae41a29bbe53beef27528bc826a89393fae09345406da8a91556e9b3c9949666,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/engine/physics.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/engine/physics.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/engine/types.js,js,text/javascript,11,8e609bb71c20b858c77f0e9f90bb1319db8477b13f9f965f1a1e18524bf50881,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/engine/types.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/engine/types.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/main.js,js,text/javascript,256,74b5a1508fe274debae41ed647466ba6c8860bd9df91c4ea1690d7a6a4ca00cf,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/main.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/main.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/store/appStore.js,js,text/javascript,2813,390671cc4df20c635e4681648d0572cd1be5d2e8f64f94209c35758c7398db62,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/store/appStore.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/store/appStore.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/utils/export.js,js,text/javascript,2506,96516554408b13015fd8ba6cf82cd4d44acc0386e892621734464316a6500b25,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/utils/export.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/utils/export.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/utils/storage.js,js,text/javascript,996,e8fd9e126a1a065d1b9cc800989f7bcdf46960a18988fca9196b9c083d1694c6,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/utils/storage.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/utils/storage.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/src/utils/url.js,js,text/javascript,1011,948a83b72c6ba8773f0d12ebf2f823ce58e7ac9780d027090bfd8f428f348150,app/tooling,app_source,artifact,archive/deprecated/sds-workbench-js-mirror/utils/url.js,unique,1,copied,archive/deprecated/sds-workbench-js-mirror/utils/url.js
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/delta_cd_discovery_stress_test.md,md,text/markdown,25693,5952fd5c1d7469ed0818de5d43fc731285132a38a3058044056fa4bef84f8df7,correction-gap,correction_gap_exploratory_doc,exploratory,archive/old-drafts/correction-gap/delta_cd_discovery_stress_test.md,unique,1,copied,archive/old-drafts/correction-gap/delta_cd_discovery_stress_test.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/delta_cd_forcing_final.md,md,text/markdown,19729,d632d29980d2ddfb6a593daa434db7d4541b4f671aca3071372ba17248be5a9a,correction-gap,correction_gap_exploratory_doc,exploratory,archive/old-drafts/correction-gap/delta_cd_forcing_final.md,unique,1,copied,archive/old-drafts/correction-gap/delta_cd_forcing_final.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/delta_cd_stress_test.md,md,text/markdown,34530,9c22eae4e196b7defa88cc17f9c06f950fa7118edb0e7e21383920adb836901a,correction-gap,correction_gap_exploratory_doc,exploratory,archive/old-drafts/correction-gap/delta_cd_stress_test.md,unique,1,copied,archive/old-drafts/correction-gap/delta_cd_stress_test.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/INDEX.txt,txt,text/plain,13300,ae794c83f0daae7ae1148bf8a25e4f8c7e3cf27bbf282528a9076cc835cdcf6e,app/tooling,legacy_summary,artifact,archive/old-drafts/legacy-export/INDEX.txt,unique,1,copied,archive/old-drafts/legacy-export/INDEX.txt
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/README.md,md,text/markdown,6208,b3f1821428880ff34f304566afeb68619c35c292d205ddb7932cf26099dad240,app/tooling,legacy_summary,artifact,archive/old-drafts/legacy-export/README.md,unique,1,copied,archive/old-drafts/legacy-export/README.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/VERIFICATION.txt,txt,text/plain,10277,17aa99419d5697cfe28ba219f65b4a98d8c3cf8738ac1648e4bdd18542f56095,app/tooling,legacy_summary,artifact,archive/old-drafts/legacy-export/VERIFICATION.txt,unique,1,copied,archive/old-drafts/legacy-export/VERIFICATION.txt
/Users/stevenreid/Downloads/recursive_spacetime_working_doc.pdf,pdf,application/pdf,2542,185d0e0f85d8d9cace6c134ec3f36ef1bfc0131681efcb1bac138e87d048983f,recursive-spacetime,recursive_pdf_draft_older,artifact,archive/old-drafts/recursive-spacetime-working-doc.pdf,unique,1,copied,archive/old-drafts/recursive-spacetime-working-doc.pdf
/Users/stevenreid/Downloads/2.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,23529,d4fb20c217ad54c5512c3e074fdf26ce2e003c084040ad4c87863948b9f589b5,correction-gap,llm_scratch_thoughts,artifact,archive/raw-imports/2.docx,unique,1,copied,archive/raw-imports/2.docx
/Users/stevenreid/Downloads/check.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,17779,080066c3ea66dec052e0b241f7a215489a6c1ce04a8c255183d0cf3d2c6eb6e1,correction-gap,llm_scratch_thoughts,artifact,archive/raw-imports/check.docx,unique,1,copied,archive/raw-imports/check.docx
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench.html,html,text/html,699025,e32ce5fd28892f6e2b40b17347e3183c3177bdf7b80e350d8164baa297de676a,archive/history,archive_or_uncategorized,exploratory,archive/raw-imports/sds-workbench.html,unique,1,copied,archive/raw-imports/sds-workbench.html
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/outputs/json/exp01_sds_baseline.json,json,application/json,893,1d09b9285dfb52fb03ff96556970917b1bc127803f27d4606583e4c740b88f2e,recursive-spacetime,recursive_result_json,empirical,data/generated/recursive_spacetime/exp01_sds_baseline.json,unique,1,copied,data/generated/recursive_spacetime/exp01_sds_baseline.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/outputs/csv/exp02_gradient_both_orbit.csv,csv,text/csv,102421,84084884d8658c287f66e15c81c20b527d85a8cf5789d57bd7fb3a85e760bbc0,recursive-spacetime,recursive_result_csv,empirical,data/generated/recursive_spacetime/exp02_gradient_both_orbit.csv,unique,1,copied,data/generated/recursive_spacetime/exp02_gradient_both_orbit.csv
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/outputs/json/exp02_parameter_flows.json,json,application/json,3526,edb49c663ef18072d939ccb64166cbe4a3fab34ec8b5c8bc81f78a4c206168d0,recursive-spacetime,recursive_result_json,empirical,data/generated/recursive_spacetime/exp02_parameter_flows.json,unique,1,copied,data/generated/recursive_spacetime/exp02_parameter_flows.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/outputs/csv/exp03_circular_orbit.csv,csv,text/csv,136843,2b11e9cd4aed17954b8cd15a013575e39fb5bd1a87a6748a707b06e04df4e21a,recursive-spacetime,recursive_result_csv,empirical,data/generated/recursive_spacetime/exp03_circular_orbit.csv,unique,1,copied,data/generated/recursive_spacetime/exp03_circular_orbit.csv
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/outputs/json/exp03_rnds.json,json,application/json,4603,151693c9c77db9105ba647df5f0ecffcf7f5f46b7b134239244fe909f8ea7361,recursive-spacetime,recursive_result_json,empirical,data/generated/recursive_spacetime/exp03_rnds.json,unique,1,copied,data/generated/recursive_spacetime/exp03_rnds.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/outputs/json/exp04_scalar_field.json,json,application/json,4867,93dafd66e98c49cdf1b54425874e3b7c519d73cd0b7230933c20ecbdd464258a,recursive-spacetime,recursive_result_json,empirical,data/generated/recursive_spacetime/exp04_scalar_field.json,unique,1,copied,data/generated/recursive_spacetime/exp04_scalar_field.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/outputs/json/exp05_robustness.json,json,application/json,1902,a12dde55e0745ee82858fc364bc22a83b4beafdec90633909ae5ef56aea26dd6,recursive-spacetime,recursive_result_json,empirical,data/generated/recursive_spacetime/exp05_robustness.json,unique,1,copied,data/generated/recursive_spacetime/exp05_robustness.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/outputs/json/exp06_comparison.json,json,application/json,2180,1b43d823fed9a9a91520d7b163037b360c06a49b655980ba4c07febd977e1a7c,recursive-spacetime,recursive_result_json,empirical,data/generated/recursive_spacetime/exp06_comparison.json,unique,1,copied,data/generated/recursive_spacetime/exp06_comparison.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/outputs/exp01_symmetric_fixed_points.json,json,application/json,14817,81607f11f47fd24a28ce152982e786d93666723b0ff5e1058ddbe48ff5eabe39,recursive-spacetime,recursive_horizon_output,empirical,data/generated/rnds/exp01_symmetric_fixed_points.json,unique,1,copied,data/generated/rnds/exp01_symmetric_fixed_points.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/outputs/exp02_coupled_orbits.json,json,application/json,11211,fc616ffa36c50d80696af148313d053051266f21d5230ff6e3f55036ec8ee6fc,recursive-spacetime,recursive_horizon_output,empirical,data/generated/rnds/exp02_coupled_orbits.json,unique,1,copied,data/generated/rnds/exp02_coupled_orbits.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/outputs/exp02_detail_orbit.csv,csv,text/csv,375149,49fbf7c68e135e488e9aecad98e8ba6cbd4c2f6cdf15771f310cafd185e388f0,recursive-spacetime,recursive_horizon_output,empirical,data/generated/rnds/exp02_detail_orbit.csv,unique,1,copied,data/generated/rnds/exp02_detail_orbit.csv
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/outputs/exp03_parameter_sweep.json,json,application/json,6996,fc03c052588bc7328a7b1a22110ebc464b8a57711f02999a6b3feda604e4b809,recursive-spacetime,recursive_horizon_output,empirical,data/generated/rnds/exp03_parameter_sweep.json,unique,1,copied,data/generated/rnds/exp03_parameter_sweep.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/outputs/exp04_spectral_dimension.json,json,application/json,1484,d6b6d1bfcca94d0b943fcd84e62177165562007607ebe862a9f7e78d31bac5ed,recursive-spacetime,recursive_horizon_output,empirical,data/generated/rnds/exp04_spectral_dimension.json,unique,1,copied,data/generated/rnds/exp04_spectral_dimension.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/outputs/exp05_rdt_weighting.json,json,application/json,3674,d2e28227ad1a82ff38c6d7387329cb90a4f5079e059b5857101f89b56b831e99,recursive-spacetime,recursive_horizon_output,empirical,data/generated/rnds/exp05_rdt_weighting.json,unique,1,copied,data/generated/rnds/exp05_rdt_weighting.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/results/exp01_wkb_baseline.json,json,application/json,2610,28bc211e434bed8f7e29541bb422bfc2d2f67cb02ee2f059f4a079469ffc0016,spectral/qnm,spectral_experiment_result,empirical,data/generated/spectral/exp01_wkb_baseline.json,unique,1,copied,data/generated/spectral/exp01_wkb_baseline.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/results/exp02_fn_curves.json,json,application/json,45091,b595f209bf6ae10266a34a3c86f1bbb3ac5baf9b98262979c6991989e9b481d9,spectral/qnm,spectral_experiment_result,empirical,data/generated/spectral/exp02_fn_curves.json,unique,1,copied,data/generated/spectral/exp02_fn_curves.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/results/exp02_lambda_scaling.json,json,application/json,1343,a046de2cb1d3c50aef7353a5b2af6754596f71f8ad46ae4cff90ce92f14f21c5,spectral/qnm,spectral_experiment_result,empirical,data/generated/spectral/exp02_lambda_scaling.json,unique,1,copied,data/generated/spectral/exp02_lambda_scaling.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/results/exp03_eisenstein_spectral.json,json,application/json,459,c9ff8ebdfdbc8244a52972837db71568e20fe86dc7103d79e1171a05df232d2f,spectral/qnm,spectral_experiment_result,empirical,data/generated/spectral/exp03_eisenstein_spectral.json,unique,1,copied,data/generated/spectral/exp03_eisenstein_spectral.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/results/exp04_inverse_spectroscopy.json,json,application/json,535,8514d263bfc7acce6c05ee80491d14230116354daa4475b0d0eb425449bfe8f2,spectral/qnm,spectral_experiment_result,empirical,data/generated/spectral/exp04_inverse_spectroscopy.json,unique,1,copied,data/generated/spectral/exp04_inverse_spectroscopy.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/results/exp05_rdt_overtone.json,json,application/json,1144,a0d234226da80fe38ca22a1b9ffc089772d26cca2229fb39b19800fb168d458c,spectral/qnm,spectral_experiment_result,empirical,data/generated/spectral/exp05_rdt_overtone.json,unique,1,copied,data/generated/spectral/exp05_rdt_overtone.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/results/run_summary.json,json,application/json,449,6e32f25da10acb5d9edd6385bf5ccd1dbf53d2edc97e14889d66726e1d279841,spectral/qnm,spectral_experiment_result,empirical,data/generated/spectral/run_summary.json,unique,1,copied,data/generated/spectral/run_summary.json
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/BUILD_REPORT.md,md,text/markdown,7211,d9c08f13bc75901322668fe268324559c9e24670402f7a8d5dd12b6d91f9d2f6,app/tooling,app_project_meta,exact+exploratory,docs/app/source-notes/BUILD_REPORT.md,unique,1,copied,docs/app/source-notes/BUILD_REPORT.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds-workbench/README.md,md,text/markdown,3575,362aea96c5a138df9008b792e9c43825c2f2ac2a7f60d87a05b3ccfd6345ba4d,app/tooling,app_project_meta,exact+exploratory,docs/app/source-notes/README.md,unique,1,copied,docs/app/source-notes/README.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/correction_gap_formalization.md,md,text/markdown,46081,578242accb980511588ddbecf3735410c5cd2576c0fb248e674756ed82120fa7,correction-gap,correction_gap_core_doc,approximation-based,docs/correction-gap/correction_gap_formalization.md,unique,1,copied,docs/correction-gap/correction_gap_formalization.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/correction_gap_universality.md,md,text/markdown,31896,68a0199e34be8b7a49c19659ace42d0a9ad2e1878793246db3e8fe26f8313689,correction-gap,correction_gap_core_doc,approximation-based,docs/correction-gap/correction_gap_universality.md,unique,1,copied,docs/correction-gap/correction_gap_universality.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/cross_domain_analysis.md,md,text/markdown,31141,190ea934b069f9439ef4459a08954f9793dc6216ac73a9ac80366fcfb865cea6,correction-gap,correction_gap_core_doc,approximation-based,docs/correction-gap/cross_domain_analysis.md,unique,1,copied,docs/correction-gap/cross_domain_analysis.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/figures/exp01_potential_profiles.png,png,image/png,94088,54bb5b54b6e31d79ddcaa9a32d02a4b6efd5a13b184a630ed160de79b2a804e5,spectral/qnm,spectral_figure,empirical,docs/figures/spectral/exp01_potential_profiles.png,unique,1,copied,docs/figures/spectral/exp01_potential_profiles.png
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/figures/exp02_lambda_scaling.png,png,image/png,173006,aa53cddb22e086194260e581df4d2f843cb0da306ddac08a1a22768944f24f51,spectral/qnm,spectral_figure,empirical,docs/figures/spectral/exp02_lambda_scaling.png,unique,1,copied,docs/figures/spectral/exp02_lambda_scaling.png
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/figures/exp03_eisenstein_spectral.png,png,image/png,277486,90fe330f7095f5f4395951063184182d2f20deba01645cdea4c3a2ccf29c267d,spectral/qnm,spectral_figure,empirical,docs/figures/spectral/exp03_eisenstein_spectral.png,unique,1,copied,docs/figures/spectral/exp03_eisenstein_spectral.png
